filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (Transliterated),Place (Farsi),City (LCSH or Transliterated),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords/Chants/Slogans (English),Keywords/Chants/Slogans (Farsi),Names (Transliterated),Names (Farsi),Title (English),Title (Farsi),Genre,typeOfResource,"Lat, Lon"
diaspora2_067.mp4,۱۳۸۸/۸/۲۶,11/17/09,2009-11-17,,,Tehran (Iran),تهران,Iran,ایران,"At the height of the protests following Iran's controversial presidential election, a young woman named Neda Agha Soltan was shot and killed on the streets of Tehran. Her death -- filmed on a camera phone, then uploaded to the Web -- quickly became an international outrage, and Soltan became the face of a powerful movement that threatened the hard-line government's hold on power. In A Death in Tehran, FRONTLINE revisits the events, shedding new light on Neda's life and death and the movement she helped inspire. In response to the international outcry over Neda's death -- including President Obama's confirmation that he'd seen the ""heartbreaking"" video on YouTube -- the regime set about attempting to rewrite the story, pointing a finger at the CIA and outside agitators, the same forces they blamed for the mass street protests and allegations of vote rigging that led to the greatest upheaval in Iran since the revolution of 1979. FRONTLINE uncovers some video of Neda's killer -- a member of the Basij militia who'd been brought into Tehran by the regime's Revolutionary Guards to stamp out the ""Green Revolution."" A medical doctor in the crowd who had watched Neda die now watched as the crowd considered its own violence against the Basij militia member: ""They started to discuss what to do with him,"" the doctor recalled. ""They grabbed his wallet, took out his ID card and started shouting, 'He is a Basiji member; he is one of them,' and started swearing and cursing him, and he was begging for people not to harm him or kill him. They believed the police wouldn't do anything to him as the Basiji are really powerful and he would have easily have got away, so in all of the chaos they decided to release him."" The Iranian government admits 11 protesters were killed on June 20, but doctors from three Tehran hospitals confirmed at least 34 deaths. Other bodies were buried by security forces without first being identified. In October, the regime tried to script the end of the story for Neda. But instead, Neda's mother made a very public stand. The government offered her financial help if she would blame Neda's death on opponents of the regime. All she had to do was to agree to call Neda a ""martyr"" for the Islamic Republic. But she refused, telling FRONTLINE: ""Neda died for her country not so I could get a monthly income from the Martyr Foundation. If these officials say Neda was a martyr, why do they keep wiping off the word 'martyr' which people write in red on her gravestone?""","در اوج تظاهرات پس از انتخابات بحث برانگیز ریاست جمهوری، زن جوانی به نام ندا آقا سلطان در خیابان های تهران به ضرب گلوله کشته شد. مرگ او - فیلم برداری شده در یک دوربین گوشی، و سپس آپلود شده به وب سایت- خشم بین المللی برانگیخت و او جلوه یک جنبش قدرتمند شد که دولت را تهدید کرد. در پاسخ به این اعتراض بین المللی به مرگ ندا، رژیم اقدام به بازنویسی داستان کرد و CIA و آشوبگران خارج را متهم دانست. پزشکی در میان جمعیت که مرگ ندا را شاهد بود، در مورد واکنش مردم به قاتل ندا صحبت می کند. مردم او را در حالی که فریاد می زده ""نمی خواستم او را بکشم"" گرفته اند و کارت بسیج او را پیدا کردند. مردم  پس از بحث در مورد آزاد کردن یا نکردن او، نهایتا او را رها می کنند.این مستند وقایع را بازبینی می کند. ",Police Brutality,خشونت پلیس,Neda Agha-Soltan / Caspian Makan,ندا آقاسلطان / کاسپین ماکان,A Death in Tehran ,یک مرگ در تهران,video recordings,moving image,"35.689198, 51.388974"
diaspora2_068.mp4,۱۳۸۸/۸/۲۶,11/17/09,2009-11-17,,,Tehran (Iran),تهران,Iran,ایران,"At the height of the protests following Iran's controversial presidential election, a young woman named Neda Agha Soltan was shot and killed on the streets of Tehran. Her death -- filmed on a camera phone, then uploaded to the Web -- quickly became an international outrage, and Soltan became the face of a powerful movement that threatened the hard-line government's hold on power. In A Death in Tehran, FRONTLINE revisits the events, shedding new light on Neda's life and death and the movement she helped inspire. In response to the international outcry over Neda's death -- including President Obama's confirmation that he'd seen the ""heartbreaking"" video on YouTube -- the regime set about attempting to rewrite the story, pointing a finger at the CIA and outside agitators, the same forces they blamed for the mass street protests and allegations of vote rigging that led to the greatest upheaval in Iran since the revolution of 1979. FRONTLINE uncovers some video of Neda's killer -- a member of the Basij militia who'd been brought into Tehran by the regime's Revolutionary Guards to stamp out the ""Green Revolution."" A medical doctor in the crowd who had watched Neda die now watched as the crowd considered its own violence against the Basij militia member: ""They started to discuss what to do with him,"" the doctor recalled. ""They grabbed his wallet, took out his ID card and started shouting, 'He is a Basiji member; he is one of them,' and started swearing and cursing him, and he was begging for people not to harm him or kill him. They believed the police wouldn't do anything to him as the Basiji are really powerful and he would have easily have got away, so in all of the chaos they decided to release him."" The Iranian government admits 11 protesters were killed on June 20, but doctors from three Tehran hospitals confirmed at least 34 deaths. Other bodies were buried by security forces without first being identified. In October, the regime tried to script the end of the story for Neda. But instead, Neda's mother made a very public stand. The government offered her financial help if she would blame Neda's death on opponents of the regime. All she had to do was to agree to call Neda a ""martyr"" for the Islamic Republic. But she refused, telling FRONTLINE: ""Neda died for her country not so I could get a monthly income from the Martyr Foundation. If these officials say Neda was a martyr, why do they keep wiping off the word 'martyr' which people write in red on her gravestone?""","در اوج تظاهرات پس از انتخابات بحث برانگیز ریاست جمهوری، زن جوانی به نام ندا آقا سلطان در خیابان های تهران به ضرب گلوله کشته شد. مرگ او - فیلم برداری شده در یک دوربین گوشی، و سپس آپلود شده به وب سایت- خشم بین المللی برانگیخت و او جلوه یک جنبش قدرتمند شد که دولت را تهدید کرد. در پاسخ به این اعتراض بین المللی به مرگ ندا، رژیم اقدام به بازنویسی داستان کرد و CIA و آشوبگران خارج را متهم دانست. پزشکی در میان جمعیت که مرگ ندا را شاهد بود، در مورد واکنش مردم به قاتل ندا صحبت می کند. مردم او را در حالی که فریاد می زده ""نمی خواستم او را بکشم"" گرفته اند و کارت بسیج او را پیدا کردند. مردم  پس از بحث در مورد آزاد کردن یا نکردن او، نهایتا او را رها می کنند.این مستند وقایع را بازبینی می کند. ",Police Brutality,خشونت پلیس,Neda Agha-Soltan / Caspian Makan,ندا آقاسلطان / کاسپین ماکان,A Death in Tehran ,یک مرگ در تهران,video recordings,moving image,"35.689198, 51.388974"
diaspora2_069.mp4,۱۳۸۸/۸/۲۶,11/17/09,2009-11-17,,,Tehran (Iran),تهران,Iran,ایران,"At the height of the protests following Iran's controversial presidential election, a young woman named Neda Agha Soltan was shot and killed on the streets of Tehran. Her death -- filmed on a camera phone, then uploaded to the Web -- quickly became an international outrage, and Soltan became the face of a powerful movement that threatened the hard-line government's hold on power. In A Death in Tehran, FRONTLINE revisits the events, shedding new light on Neda's life and death and the movement she helped inspire. In response to the international outcry over Neda's death -- including President Obama's confirmation that he'd seen the ""heartbreaking"" video on YouTube -- the regime set about attempting to rewrite the story, pointing a finger at the CIA and outside agitators, the same forces they blamed for the mass street protests and allegations of vote rigging that led to the greatest upheaval in Iran since the revolution of 1979. FRONTLINE uncovers some video of Neda's killer -- a member of the Basij militia who'd been brought into Tehran by the regime's Revolutionary Guards to stamp out the ""Green Revolution."" A medical doctor in the crowd who had watched Neda die now watched as the crowd considered its own violence against the Basij militia member: ""They started to discuss what to do with him,"" the doctor recalled. ""They grabbed his wallet, took out his ID card and started shouting, 'He is a Basiji member; he is one of them,' and started swearing and cursing him, and he was begging for people not to harm him or kill him. They believed the police wouldn't do anything to him as the Basiji are really powerful and he would have easily have got away, so in all of the chaos they decided to release him."" The Iranian government admits 11 protesters were killed on June 20, but doctors from three Tehran hospitals confirmed at least 34 deaths. Other bodies were buried by security forces without first being identified. In October, the regime tried to script the end of the story for Neda. But instead, Neda's mother made a very public stand. The government offered her financial help if she would blame Neda's death on opponents of the regime. All she had to do was to agree to call Neda a ""martyr"" for the Islamic Republic. But she refused, telling FRONTLINE: ""Neda died for her country not so I could get a monthly income from the Martyr Foundation. If these officials say Neda was a martyr, why do they keep wiping off the word 'martyr' which people write in red on her gravestone?""","در اوج تظاهرات پس از انتخابات بحث برانگیز ریاست جمهوری، زن جوانی به نام ندا آقا سلطان در خیابان های تهران به ضرب گلوله کشته شد. مرگ او - فیلم برداری شده در یک دوربین گوشی، و سپس آپلود شده به وب سایت- خشم بین المللی برانگیخت و او جلوه یک جنبش قدرتمند شد که دولت را تهدید کرد. در پاسخ به این اعتراض بین المللی به مرگ ندا، رژیم اقدام به بازنویسی داستان کرد و CIA و آشوبگران خارج را متهم دانست. پزشکی در میان جمعیت که مرگ ندا را شاهد بود، در مورد واکنش مردم به قاتل ندا صحبت می کند. مردم او را در حالی که فریاد می زده ""نمی خواستم او را بکشم"" گرفته اند و کارت بسیج او را پیدا کردند. مردم  پس از بحث در مورد آزاد کردن یا نکردن او، نهایتا او را رها می کنند.این مستند وقایع را بازبینی می کند. ",Police Brutality,خشونت پلیس,Neda Agha-Soltan / Caspian Makan,ندا آقاسلطان / کاسپین ماکان,A Death in Tehran ,یک مرگ در تهران,video recordings,moving image,"35.689198, 51.388974"
diaspora2_070.mp4,۱۳۸۸/۸/۲۶,11/17/09,2009-11-17,,,Tehran (Iran),تهران,Iran,ایران,"At the height of the protests following Iran's controversial presidential election, a young woman named Neda Agha Soltan was shot and killed on the streets of Tehran. Her death -- filmed on a camera phone, then uploaded to the Web -- quickly became an international outrage, and Soltan became the face of a powerful movement that threatened the hard-line government's hold on power. In A Death in Tehran, FRONTLINE revisits the events, shedding new light on Neda's life and death and the movement she helped inspire. In response to the international outcry over Neda's death -- including President Obama's confirmation that he'd seen the ""heartbreaking"" video on YouTube -- the regime set about attempting to rewrite the story, pointing a finger at the CIA and outside agitators, the same forces they blamed for the mass street protests and allegations of vote rigging that led to the greatest upheaval in Iran since the revolution of 1979. FRONTLINE uncovers some video of Neda's killer -- a member of the Basij militia who'd been brought into Tehran by the regime's Revolutionary Guards to stamp out the ""Green Revolution."" A medical doctor in the crowd who had watched Neda die now watched as the crowd considered its own violence against the Basij militia member: ""They started to discuss what to do with him,"" the doctor recalled. ""They grabbed his wallet, took out his ID card and started shouting, 'He is a Basiji member; he is one of them,' and started swearing and cursing him, and he was begging for people not to harm him or kill him. They believed the police wouldn't do anything to him as the Basiji are really powerful and he would have easily have got away, so in all of the chaos they decided to release him."" The Iranian government admits 11 protesters were killed on June 20, but doctors from three Tehran hospitals confirmed at least 34 deaths. Other bodies were buried by security forces without first being identified. In October, the regime tried to script the end of the story for Neda. But instead, Neda's mother made a very public stand. The government offered her financial help if she would blame Neda's death on opponents of the regime. All she had to do was to agree to call Neda a ""martyr"" for the Islamic Republic. But she refused, telling FRONTLINE: ""Neda died for her country not so I could get a monthly income from the Martyr Foundation. If these officials say Neda was a martyr, why do they keep wiping off the word 'martyr' which people write in red on her gravestone?""","در اوج تظاهرات پس از انتخابات بحث برانگیز ریاست جمهوری، زن جوانی به نام ندا آقا سلطان در خیابان های تهران به ضرب گلوله کشته شد. مرگ او - فیلم برداری شده در یک دوربین گوشی، و سپس آپلود شده به وب سایت- خشم بین المللی برانگیخت و او جلوه یک جنبش قدرتمند شد که دولت را تهدید کرد. در پاسخ به این اعتراض بین المللی به مرگ ندا، رژیم اقدام به بازنویسی داستان کرد و CIA و آشوبگران خارج را متهم دانست. پزشکی در میان جمعیت که مرگ ندا را شاهد بود، در مورد واکنش مردم به قاتل ندا صحبت می کند. مردم او را در حالی که فریاد می زده ""نمی خواستم او را بکشم"" گرفته اند و کارت بسیج او را پیدا کردند. مردم  پس از بحث در مورد آزاد کردن یا نکردن او، نهایتا او را رها می کنند.این مستند وقایع را بازبینی می کند. ",Police Brutality,خشونت پلیس,Neda Agha-Soltan / Caspian Makan,ندا آقاسلطان / کاسپین ماکان,A Death in Tehran ,یک مرگ در تهران,video recordings,moving image,"35.689198, 51.388974"
diaspora2_071.mp4,,,,,,Qom,قم,Iran,ایران,"People, including clerics, chant ""Allahu Akbar"" (God is [the] Greatest) and ""Ya Hossein, Mir Hossein"" in support of the opposition leader in the post election unrest. (The phrase ""Allahu Akbar"", was used during the Iranian revolution in 1979, as Iranians took to their roofs and shouted ""Allahu Akbar"" in defiance of the shah's regime. Iranians returned to the ritual in the aftermath of the fraudulent 2009 presidential election).","عده ای از مردم، شامل چند تن روحانی، در حمایت از میرحسین موسوی، فریاد ""یا حسین، میر حسین""  و ""الله اکبر"" سرمی دهند.",Allahu Akbar / Ya Hossein Mir Hossein,روحانی / الله اکبر /  یا حسین میر حسین  ,,,Protests in Qom,تظاهرات ,video recordings,moving image,"34.639944, 50.875942"
diaspora2_072.mp4,۱۳۸۸/۹/۱۳,12/4/09,2009-12-04,,,,,Iran,ایران,"Interview with Neda Agha Soltan's father. (Neda was one of those killed in post-election protests in Iran's disputed 2009 elections) He speaks of being beaten by government forces and being arrested for no reason. Aslo, government related newspaper wrongly claiming that Neda's family is going to receive money from CNN for documents on Neda for a movie they plan on making about her.",پدر ندا آقاسلطان درباره بازداشت بی دلیل خود و همسرش و کتک خوردن او توسط مامورین دولتی صحبت می کند. او خبری که توسط روزنامه دولتی در باب پول گرفتن خانواده ندا از سی ان ان برای ساخت فیلم چاپ شده است را، تکذیب می کند.,Police Brutality,خشونت پلیس,Neda Agha-Soltan,ندا آقاسلطان,A Talk with Neda Agha-Soltan's Father  ,گفتگویی با پدر ندا آقا سلطان,video recordings,moving image,
diaspora2_073.mp4,,,,,,,,Iran,ایران,In this phone interview brother of Masoud Hashemzadeh (one of those killed in postelection unrest) talks about how he found out his brother was shot and taken to the hospital. They arranged the body to be taken to their hometown but upon arrival him and the driver were arrested and unable to attend Masoud's funeral. Government also forced them to not have large gatherings for his memorial.,در مصاحبه ای تلفنی برادر مسعود هاشم زاده (یکی از کشته شدگان تظاهرات بعد انتخابات) در مورد کشته شدن برادر خود و محدودیت از طرف دولت برای یادبود گرفتن صحبت می کند. ,Police Brutality,خشونت پلیس,Masoud Hashemzadeh,مسعود هاشم زاده,A Talk with Masoud Hashemzadeh's Brother ,گفتگویی با برادر مسعود هاشم زده,video recordings,moving image,
diaspora2_074.mp4,,,,,,,,Iran,ایران,A phone interview with father of Foad Shams. He speaks about not knowing why his son is arrested and not knowing his whreabouts for a long while after his arrest.,در یک مصاحبه تلفنی پدر فواد شمس در مورد ندانستن علت دستگیری پسرش و خبر نداشتن از او به مدت طولانی بعد از بازداشت وی صحبت می کند.,Prisoner of Conscience,زندانی عقیدتی,Foad Shams,فواد شمس,A Talk with Foad Shams's Father,گفتگویی با پدر فواد شمس,video recordings,moving image,
diaspora2_075.mp4,,,,,,,,Iran,ایران,"After the government saying that if the death of Neda Agha Soltan (one of those killed in the post-election rallies in 2009) is assessed as ""martyr"" by the government, her family will receive subsidy from the Foundation of Martyrs and Veterans Affairs (an Iranian government entity), in an interview with Voice of America (VOA), her mother announces that she will not accept any money because her daughter ""was killed in an effort to improve her country and not to provide for me"".","پس از آنکه دولت اعلام کرد که اگر ندا آقاسلطان توسط دولت به عنوان شهید شناخته شود، خانواده او تحت پوشش بنیاد شهید و امور جانبازان قرار می گیرد، مادر وی در طی مصاحبه ای با ""صدای آمریکا""، اعلام کرد که هیچگونه پولی از این ستاد دریافت نخواهد کرد چون دخترش برای بهبود کشور کشته شده است و نه برای درآمد مالی خانواده اش.",Police Brutality,خشونت پلیس,Neda Agha-Soltan,ندا آقاسلطان,VOA Interview with Neda Agha-Soltan's Mother,مصاحبه صدای آمریکا با مادر ندا آقا سلطان,video recordings,moving image,
diaspora2_076.mp4,,,,,,,,Iran,ایران,"The brother of Sasan Aghaee (a reporter and critic of the government) speaks of his brother's arrest on November 22, 2009 during the unrest after the 2009 presidential elections. According to his brother, Sasan was not directly involved in any of the parties during the elections nor was he involved in the unrest after the elections and they are all very shocked and confused about his arrest.","در مصاحبه ای با ""صدای آمریکا، برادر ساسان آقایی (خبرنگار منتقد) در مورد دستگیری او  صحبت می کند. به گفته وی ساسان در ستاد هیچ یک از کاندیدا ها حضور نداشت و به طور مستقیم در درگیری های بعد از انتخابات شرکت نکرده بود و دستگیری او برای خانواده و اطرافیانش بسیار عجیب است.",Prisoner of Conscience,زندانی عقیدتی,Sasan Aghaei,ساسان آقایی,VOA Interview with Sasan Aghaei's Brother,مصاحبه صدای آمریکا با برادر ساسان آقایی,video recordings,moving image,
diaspora2_077.mp4,,,,,,,,Iran,ایران,"In an interview with ""Voice of America"", the wife of Ali Hassanpour (one of those killed in the aftermath of the presidential elections in 2009) talks about her husbands death and the effect on her family. The family did not know about his conditions and were only able to obtain the dead body after 105 days. The family has been facing a difficult time with the older son suffering from depressin, younger son having a severe drop in school performance, and Ali's mother suffering from health issues.",در مصاحبه ای با صدای آمریکا، همسر علی حسن پور (از کشته شدگان درگیری های پس از انتخابات) در مورد مشکلاتی که پس از مرگ همسرش خانواده با آن درگیر بوده است صحبت می کند. آن ها پس از ۱۰۵ روز خبر نداشتن از علی حسن پور بدن او را تحویل گرفته اند. پسر بزرگ خانواده دچار افسردگی است، پسر کوچک خانواده افت شدید درسی داشته است، و مادر علی حسن پور شرایط جسمی و روحی بدی دارد.,Police Brutality,خشونت پلیس,Ali Hassanpour,علی حسن پور,VOA Interview with Ali Hassanpour's Wife,مصاحبه صدای آمریکا با همسر علی,video recordings,moving image,
diaspora2_078.mp4,,,,,,,,Iran,ایران,Within a month before National Student day in Iran more than 60 student activists were arrested. In this report from Voice of America they speak with Milad Assadi's father (Milad is one of those arrested) and Mother of Kianoush Asa (one of those killed in the unrest after the presidential elections). Milad's father speaks of his arrest and the government not allowing the family to visit Milad. Mother of Kianoush Asa speaks of brother of Asa trying to attend a memorial for his brother and getting arrested for no reason. Sister of Asa asks for release of their brother.,"یک ماه قبل از ۱۶ آذر، روز ملی دانشجو در ایران، بیش از ۶۰ دانشجو بازداشت شدند. در این راستا، ""صدای آمریکا"" با پدر میلاد اسدی ( یکی از بازداشت شدگان) و مادر کیانوش آسا (از کشته شدگان پس از انتخابات) مصاحبه می کند. پدر میلاد اسدی در مورد دستگیری وی و نداشتن اجازه ملاقات با وی صحبت می کند. مادر کیانوش آسا از بازداشت برادر او خبر می دهد. برادر آسا در حالی که سعی در شرکت در یادبود کیانوش آسا داشته است، بی دلیل دستگیر شده است. خواهر آسا در آخر درخواست آزادی برادر خود را اعلام می کند.",Police Brutality / Prisoner of Conscience / December 7,خشونت پلیس / زندانی عقیدتی,Milad Asadi / Kianoosh Asa,میلاد اسدی/ کیانوش آسا,VOA Interview with Families of Milad Asadi and Kianoosh Asa,مصاحبه صدای آمریکا با خانواده,video recordings,moving image,
diaspora2_079.mp4,,,,,,,,Iran,ایران,"Mother of Kian Tajbakhsh (an Iranian-American scholar, sociologist and urban planner) speaks of her concern for his son and the two year old daughter of Tajbakhsh. His daughter has been having a difficult time away from her father. Mother of Tajbakhsh denies all the charges he has been accused of and hopes that her son is released shortly.",مادر کیان تاج بخش در مورد نگرانی خود برای پسرش و دختر ۲ ساله او صحبت می کند. دختر تاج بخش در غیبت پدرش شرایط سختی را می گذراند و مرتبا گریه می کند. مادر تاج بخش تمام اتهامات وارد شده به پسرش را بی اساس می داند.,Prisoner of Conscience,زندانی عقیدتی,Kian Tajbakhsh,کیان تاج بخش,A Talk with Kian Tajbakhsh's Family,گفتگویی با خانواده کیان تاجبخش,video recordings,moving image,
diaspora2_080.mp4,,,,,,,,Iran,ایران,"In an interview with Voice of America, mother of Peyman Aref (student activist, journalist, and political prisoner who was whipped 74 times for insulting Ahmadinejad) speaks of her son being away from family because he is kept at a jail away from his home town, Tabriz. She mentions that her son's health is in danger because he's had a heart attack not too long ago. She hopes to have him back home soon.",در طی یک مصاحبه تلفنی با صدای آمریکا مادر پیمان عارف از دوری فرزند خویش از خانه و خانواده خود در تبریز شکایت می کند. او برای سلامتی فرزند خویش ابراز نگرانی می کند و اشاره می کند که او دچار حمله قلبی شده است. وی امیدوار است که پیمان سریع تر آزاد شود.,Prisoner of Conscience,زندانی عقیدتی,Peyman Aref,پیمان عارف,VOA Interview with Peyman Aref's Mother,مصاحبه صدای آمریکا با مادر پیمان عارف,video recordings,moving image,
diaspora2_081.mp4,,,,,,,,Iran,ایران,"Mehdi Saharkhiz, son of Isa Saharkhiz, speaks of his father's ""temporary arrest"" for 159 days and counting. He mentions the disorganized planning of the system, irregular and sometimes denial of visits to his father, and speaks of the prosecutor general, Gholam-Hossein Mohseni-Eje'i, being unqualified for his position based on his reputation. According to Mehdi Saharkhiz, Mohseni-Eje'i threw a flower pot at Isa Saharkhiz during an argument and then bit him in the shoulder area.",مهدی سحرخیز، پسر عیسی سحرخیز، در مورد بازداشت موقت پدر خود (که ۱۵۹روز تا وقت گزارش طول کشیده است) صحبت می کند. وی از وضع پدر خود با توجه به برنامه ریزی نا معلوم سیستم شکایت می کند. او غلام حسین محسنی اژه ای را برای مقامش بی کفایت می داند و به واقعه ای اشاره می کند که در طی یک بحث لفظی، اژه ای یک گلدان به سمت عیسی سحرخیز پرت کرده و ناحیه شانه او را گاز می گیرد.,Prisoner of Conscience,زندانی عقیدتی,Gholam-Hossein Mohseni-Eje'i / Isa Saharkhiz / Mehdi Saharkhiz,غلام حسین محسنی اژه ای / عیسی سحرخیز / مهدی سحرخیز,A Talk with Isa Saharkhiz's Son ,گفتگویی با پسر عیسی سحرخیز,video recordings,moving image,
diaspora2_082.mp4,۱۳۸۸/۰۸/۲۰,11/11/09,2009-11-11,,,,,Iran,ایران,"Father of Ehsan Fatahian (Kurdish Activist, sentenced to death) speaks of his shock and concern about his son's latest sentence. He says that originally the sentence had been 10 years in prison and exile. He has contacted the responsible officials to request the revision of the sentence.",پدر احسان فتاحیان در مورد شوک و نگرانی خود در مورد حکم صادر شده برای احسان صحبت می کند. او از مقامات مرتبط درخواست می کند که حکم پسرش را بازنگری کنند.,Prisoner of Conscience / Death Penalty,زندانی عقیدتی,Ehsan Fatahian ,احسان فتاحیان,A Talk with Ehsan Fatahian's Father,گفتگویی با پدر احسان فتاحیان ,video recordings,moving image,
diaspora2_083.mp4,۱۳۸۸/۰۸/۲۰,11/11/09,2009-11-11,Sanandaj Prison,زندان سنندج,Sanandaj (Iran),سنندج,Iran,ایران,"ISNA (Iranian Students News Agency) reporter contacts several sources to confirm the execution of Ehsan Fatahian (Kurd activist). This is despite what Varmazyar, the deputy of public relations of prisons in Kurdistan, had told the news agency a day before the execution. Upon announcement of the news from Mohammad Mostafai, a judiciary attorney, he was contacted to confirm and to clarify the situation. Mostafai explains the different possible penalties for ""Moharebeh"" which are execution by hanging, execution by crucifixion, cutting off the right hand and then left foot, and banishment from the country. (""Moharebeh"" is defined as the act of creating fear and insecurity for people and divestment of freedom from others.) According to Ayatollah Khomeini it is possible to change the punishment from banishment to 10 years in prison and hence the first sentence that Ehsan had received had been 10 years in prison. The attorney general then asked for a revision of the sentence and the sentence was changed to execution by hanging. After these details were received, vice deputy of public relations of prisons in Kurdistan, Mr.Parvin,  was contacted to confirm but he was not helpful, refused to cooperate, and said that ""it's not necessary for this news to be published"". After much struggle, Mr.Nasri (Ehsan's lawyer) was contacted, he confirmed the news and said that the request for forgiveness had been denied and there was nothing else that could be done.","خبرنگار ایسنا (خبرگزاری دانشجویان ایران) برای تایید خبر اعدام احسان فتاحیان با منابع مختلف تماس می گیرد. این در حالی است که یک روز قبل، ورمزیار، معاون روابط عمومی سازمان زندان های استان کردستان، در گفتگویی با ایسنا اعلام کرده بود که فتاحیان اعدام نخواهد شد. بعد از اعلام خبر اعدام توسط محمد مصطفایی با او تماس گرفته شد تا خبر را تائید کرده و روشن سازی کند. مصطفایی توضیح می دهد که مجازات محاربه یکی از چهار مورد اعدام توسط دار زدن، قتل توسط صلیب کشیدن، بریدن دست راست و سپس پای چپ، و یا تبعید می باشد. طبق فتوای امام خمینی، می توان حکم تبعید را به ده سال زندان تغییر داد و به همین دلیل فتاحیان ابتدا حکم ده سال زندان داشته است. اما پس از درخواست دادستان برای بازنگری، این حکم به اعدام تغییر پیدا کرد. بعد از دریافت این اطلاعات، باآقای پروین، معاونت سازمان زندان های کردستان تماس گرفته شد اما او حاضر به همکاری نشد و گفت که ""لزومی ندارد این خبر ها منتشر شود"". پس از تلاش بسیار با آقای نصری، وکیل فتاحیان، ارتباط برقرار شد و وی خبر را تائید کرد و گفت که درخواست عفو رد شد و کار دیگری ممکن نبود. ",Prisoner of Conscience / Death Penalty,زندانی عقیدتی,Ehsan Fatahian / Mohammad Mostafaei,احسان فتاحیان / محمد مصطفایی ,A Talk with Ehsan Fatahian's Father,گفتگویی با پدر احسان فتاحیان ,video recordings,moving image,"35.321875, 46.986165"
diaspora2_084.mp4,,,,,,,,Iran,ایران,"In an interview with Voice of America, Mohammad Pourabdollah's father discusses his sentence of 6 years in prison. Pourabdollah's father explains that this sentence was received for involvement in national student day demonstrations in 2007 (5 years) and threat to security (1 year). He also explains that Pourabdollah had been arrested several times and kept in solitary confinement. His lawyers Mr.Dadkhah, Mr.Mostafai, and Ms.Sabaghian are in the process of asking for an appeal. Pourabdollah's father asks the responsible officials to be fair and not keep the family in the dark about their son.",در مصاحبه ای با صدای آمریکا، پدر محمد پورعبدالله در مورد حکم شش سال زندان فرزند خود صحبت می کند. پدر پورعبدالله توضیح می دهد که پنج سال از این زندان بابت شرکت در تجمعات آذر ۱۳۸۶بوده است و یک سال برای اقدام علیه امنیت. او همچنین اشاره می کند که پورعبدالله چند بار بازداشت شده است و مدتی را در انفرادی گذرانده است. وکلای او آقای دادخواه، آفای مصطفایی و خانم سباقیان درخواست تجدید نظر خواهند کرد.پدر پورعبدالله از مقامات مسئول می خواهد که با انصاف برخورد کنند و خانواده را از وضع پسرشان بی خبر نگذارند. ,Prisoner of Conscience,زندانی عقیدتی,Mohammad Mostafaei / Mohammad Pour Abdollah,محمد مصطفایی / محمد پورعبدالله    ,VOA Interview with Mohammad Pour Abdollah's Father,مصاحبه صدای آمریکا با پدر محمد پورعبدالله,video recordings,moving image,
diaspora2_085.mp4,,,,,,,,Iran,ایران,"Video displays footage of Saeed Hajjarian, reformist, talking to the son of Shahaboddin tabatabayee, political activist, during his incarceration.  ",ویدیو تصاویری از صحبت سعید حجاریان اصلاح طلب را با پسر شهاب الدین طباطبایی فعال سیاسی هنگامی که وی در زندان به سر میبرد نشان میدهد. ,Prisoner of Conscience,زندانی عقیدتی,Saeed Hajjarian / Shahaboddin Tabatabaei, سعید حجاریان / شهاب الدین طباطبایی ,Saeed Hajjarian Talking to Shahaboddin Tabatabayee's Son ,سعید حجاریان در حال صحبت با پسر شهاب الدین طباطبایی,video recordings,moving image,
diaspora2_086.mp4,,,,,,,,Netherlands,هلند,Video shows an interview of a Dutch TV with Mehdi Karroubi regarding post-election events in Iran.,ویدیو تصاویری از گزارش یک تلویزیون هلندی را با مهدی کروبی پیرامون اتفاقات پس از انتخابات نشان میدهد. ,2009 Election,انتخابات ۱۳۸۸,Mehdi Karroubi,مهدی کروبی,Dutch TV Interview with Mehdi Karroubi,مصاحبه تلویزیون هلندی با مهدی کروبی,video recordings,moving image," 52.132633, 5.291266"
